TITLE: Physical variables - lake profile additional logger system from Feresjön, southern Sweden
SITES STATION: Asa Research Station
TIME PERIOD: 2017-08-17 - 2017-11-15
TIME RESOLUTION: 30 Minutes
TIME ZONE: UTC +1
SAMPLING POINT: Floating platform
LATITUDE: 57.17743
LONGITUDE: 14.80762
ALTITUDE: 194.91 m a.s.l.

FILE RETRIEVED FROM: https://data.fieldsites.se 
DATA POLICY: SITES data is licensed under a Creative Commons Attribution 4.0 international license (http://creativecommons.org/licenses/by/4.0/).

COMMENTS: Deployed O2 (Dissolved Oxygen) sensors @-1 and @-10m. O2 calculated based on Garcia and Gordon (1992): https://doi.org/10.4319/lo.1992.37.6.1307. Due to an error in the original calculation of O2_-10m, all values have been replaced with NaNs. O2_-10m data from any previously downloaded versions of this dataset should not be used.

PARAMETERS & UNITS: O2 (mg L-1), O2SAT (%), TW (°C)

PARAMETER AND COLUMN INFO:
TIMESTAMP - Time in [YYYY-MM-DD hh:mm] UTC+1
O2_-1m - Dissolved Oxygen (mg L-1). Aanderaa optode @-1m. Calculated based on [O2SAT_-1m] and [TW_O2_-1m]. 30 min average from 2 min readings.
O2SAT_-1m - Oxygen saturation (%) Aanderaa optode @-1m. 30 min average from 2 min readings.
TW_O2_-1m - Water temperature (°C). Aanderaa optode @-1m. 30 min average from 2 min readings.
O2_-10m - Dissolved Oxygen (mg L-1). Aanderaa optode @-10m. Calculated based on [O2SAT_-10m] and [TW_O2_-10m]. 30 min average from 2 min readings.
O2SAT_-10m - Oxygen saturation (%) Aanderaa optode @-10m. 30 min average from 2 min readings.
TW_O2_-10m - Water temperature (°C). Aanderaa optode @-10m. 30 min average from 2 min readings.
####
TIMESTAMP,TW_O2_-1m,O2SAT_-1m,O2_-1m,TW_O2_-10m,O2SAT_-10m,O2_-10m
2017-08-17 00:00,18.6921,90.4566,8.3252,7.9453,0.0521,NaN
2017-08-17 00:30,18.6483,90.48,8.3344,7.9179,0.0518,NaN
2017-08-17 01:00,18.6131,90.2383,8.3169,7.9569,0.0533,NaN
2017-08-17 01:30,18.576,90.045,8.3054,7.9555,0.0535,NaN
2017-08-17 02:00,18.5391,89.7383,8.283,7.9386,0.052,NaN
2017-08-17 02:30,18.5105,89.645,8.28,7.9543,0.053,NaN
2017-08-17 03:00,18.4746,89.4583,8.27,7.9443,0.0527,NaN
2017-08-17 03:30,18.4406,89.3333,8.2642,7.9241,0.0528,NaN
2017-08-17 04:00,18.4326,89.1383,8.247,7.8961,0.051,NaN
2017-08-17 04:30,18.4036,88.9283,8.2333,7.8971,0.0512,NaN
2017-08-17 05:00,18.3835,88.7933,8.2234,7.9008,0.0504,NaN
2017-08-17 05:30,18.3576,88.69,8.2173,7.9161,0.0519,NaN
2017-08-17 06:00,18.3465,88.6066,8.213,7.9435,0.0547,NaN
2017-08-17 06:30,18.334,88.5883,8.2143,7.9708,0.0632,NaN
2017-08-17 07:00,18.3341,88.6,8.2163,7.9655,0.1007,NaN
2017-08-17 07:30,18.3461,88.6266,8.2155,7.9723,0.1344,NaN
2017-08-17 08:00,18.351,88.7983,8.2309,7.9446,0.1394,NaN
2017-08-17 08:30,18.3847,89.0158,8.2445,7.9236,0.1373,NaN
2017-08-17 09:00,18.4255,89.5691,8.2866,7.8825,0.1122,NaN
2017-08-17 09:30,18.468,89.635,8.2835,7.8965,0.1155,NaN
2017-08-17 10:00,18.4946,89.9283,8.3056,7.91,0.1806,NaN
2017-08-17 10:30,18.5295,90.24,8.3274,7.9019,0.1694,NaN
2017-08-17 11:00,18.5478,90.4066,8.3368,7.9141,0.1699,NaN
2017-08-17 11:30,18.5618,90.6066,8.3518,7.8899,0.1698,NaN
2017-08-17 12:00,18.669,90.8016,8.3501,7.8971,0.1803,NaN
2017-08-17 12:30,18.8735,91.1833,8.3487,7.8751,0.2057,NaN
2017-08-17 13:00,19.017,91.64,8.364,7.8793,0.2073,NaN
2017-08-17 13:30,19.0211,91.765,8.3718,7.9092,0.2039,NaN
2017-08-17 14:00,19.0125,91.8483,8.3797,7.8929,0.204,NaN
2017-08-17 14:30,18.9731,91.895,8.388,7.849,0.2058,NaN
2017-08-17 15:00,18.954,91.9783,8.3952,7.8367,0.2055,NaN
2017-08-17 15:30,18.941,92.0933,8.4051,7.9089,0.2072,NaN
2017-08-17 16:00,18.9098,92.0816,8.4073,7.939,0.203,NaN
2017-08-17 16:30,19.0895,92.3016,8.3954,7.9355,0.2029,NaN
2017-08-17 17:00,19.2475,92.7633,8.4091,7.853,0.1942,NaN
2017-08-17 17:30,19.2885,92.7983,8.4014,7.8258,0.1383,NaN
2017-08-17 18:00,19.3331,92.8916,8.4011,7.8758,0.1605,NaN
2017-08-17 18:30,19.3328,92.89,8.3992,7.9667,0.1009,NaN
2017-08-17 19:00,19.2986,92.8333,8.3981,7.941,0.0643,NaN
2017-08-17 19:30,19.3006,92.85,8.3986,7.946,0.0495,NaN
2017-08-17 20:00,19.293,92.825,8.3968,7.9342,0.0446,NaN
2017-08-17 20:30,19.2365,92.675,8.391,7.9194,0.0444,NaN
2017-08-17 21:00,19.1976,92.5466,8.3834,7.9452,0.0449,NaN
2017-08-17 21:30,19.1728,92.465,8.3789,7.9466,0.0413,NaN
2017-08-17 22:00,19.1558,92.4083,8.3747,7.9408,0.0432,NaN
2017-08-17 22:30,19.1286,92.2966,8.3666,7.9724,0.0424,NaN
2017-08-17 23:00,19.0563,92.3333,8.3776,7.9662,0.0417,NaN
2017-08-17 23:30,19.1078,92.2516,8.3601,8.0145,0.0408,NaN
2017-08-18 00:00,19.1031,92.215,8.3564,7.9902,0.0421,NaN
2017-08-18 00:30,18.9771,92.1633,8.3699,7.953,0.0424,NaN
2017-08-18 01:00,18.9301,92.0083,8.3611,7.9641,0.0406,NaN
2017-08-18 01:30,18.8978,91.7066,8.3348,7.9141,0.0416,NaN
2017-08-18 02:00,18.9105,91.62,8.3218,7.8657,0.043,NaN
2017-08-18 02:30,18.9063,91.5383,8.3126,7.8408,0.0414,NaN
2017-08-18 03:00,18.8838,91.3083,8.2931,7.8221,0.044,NaN
2017-08-18 03:30,18.8655,91.125,8.2769,7.8358,0.0446,NaN
2017-08-18 04:00,18.8383,90.9916,8.268,7.8414,0.0436,NaN
2017-08-18 04:30,18.8068,90.9983,8.2726,7.8661,0.0432,NaN
2017-08-18 05:00,18.7863,91.0083,8.276,7.9033,0.0438,NaN
2017-08-18 05:30,18.772,90.96,8.2746,7.9359,0.0418,NaN
2017-08-18 06:00,18.785,91.02,8.2786,8.0119,0.0409,NaN
2017-08-18 06:30,18.8551,91.0816,8.273,8.0925,0.0418,NaN
2017-08-18 07:00,18.8833,91.2083,8.2801,8.0853,0.0453,NaN
2017-08-18 07:30,18.894,91.3466,8.2917,7.9918,0.0465,NaN
2017-08-18 08:00,18.9063,91.4466,8.2993,7.983,0.0459,NaN
2017-08-18 08:30,18.903,91.4733,8.302,7.9368,0.0484,NaN
2017-08-18 09:00,18.9205,91.575,8.3096,7.8696,0.0461,NaN
2017-08-18 09:30,18.958,91.8166,8.3255,7.9277,0.0579,NaN
2017-08-18 10:00,18.9756,92.0316,8.3415,7.9263,0.0833,NaN
2017-08-18 10:30,18.9973,92.1883,8.3535,7.9218,0.0617,NaN
2017-08-18 11:00,19.0138,92.1916,8.3526,7.8748,0.0486,NaN
2017-08-18 11:30,19.0446,92.31,8.358,7.8557,0.0587,NaN
2017-08-18 12:00,19.1086,92.52,8.3643,7.8662,0.0805,NaN
2017-08-18 12:30,19.1708,92.5766,8.3575,7.8968,0.0743,NaN
2017-08-18 13:00,19.2028,92.7216,8.3647,7.9083,0.0885,NaN
2017-08-18 13:30,19.2165,92.8966,8.3784,7.8645,0.0662,NaN
2017-08-18 14:00,19.2308,93.015,8.3868,7.8551,0.0679,NaN
2017-08-18 14:30,19.248,93.1283,8.3944,7.9023,0.078,NaN
2017-08-18 15:00,19.265,93.175,8.3946,7.9104,0.075,NaN
2017-08-18 15:30,19.3055,93.3266,8.4,7.9158,0.0656,NaN
2017-08-18 16:00,19.348,93.4366,8.4011,7.9861,0.062,NaN
2017-08-18 16:30,19.4176,93.5816,8.4026,7.9547,0.0596,NaN
2017-08-18 17:00,19.4485,93.7316,8.4101,7.9369,0.0584,NaN
2017-08-18 17:30,19.4223,93.8016,8.4182,7.9046,0.0525,NaN
2017-08-18 18:00,19.3741,93.775,8.4226,7.8716,0.0489,NaN
2017-08-18 18:30,19.3401,93.6933,8.4224,7.8918,0.0475,NaN
2017-08-18 19:00,19.3083,93.5166,8.4116,7.9397,0.0475,NaN
2017-08-18 19:30,19.34,93.53,8.4049,8.0154,0.0462,NaN
2017-08-18 20:00,19.3618,93.5966,8.4051,7.9561,0.0474,NaN
2017-08-18 20:30,19.3451,93.52,8.399,7.8776,0.0447,NaN
2017-08-18 21:00,19.3383,93.505,8.3965,7.9158,0.0422,NaN
2017-08-18 21:30,19.3243,93.4483,8.3943,7.9181,0.0435,NaN
2017-08-18 22:00,19.3081,93.3616,8.3853,7.9221,0.0428,NaN
2017-08-18 22:30,19.285,93.2583,8.3768,7.8975,0.0473,NaN
2017-08-18 23:00,19.2678,93.155,8.3688,8.0516,0.0457,NaN
2017-08-18 23:30,19.2515,93.0533,8.3572,8.0948,0.0462,NaN
2017-08-19 00:00,19.252,92.96,8.3467,7.9008,0.0454,NaN
2017-08-19 00:30,19.3011,92.9383,8.3317,7.8175,0.0433,NaN
2017-08-19 01:00,19.3105,93.0133,8.3312,7.8492,0.0455,NaN
2017-08-19 01:30,19.2955,92.9783,8.3254,7.9069,0.0448,NaN
2017-08-19 02:00,19.2646,92.9,8.3244,7.9566,0.0461,NaN
2017-08-19 02:30,19.2178,92.785,8.318,7.936,0.0461,NaN
2017-08-19 03:00,19.1995,92.6833,8.3102,7.9365,0.0462,NaN
2017-08-19 03:30,19.1848,92.5933,8.3026,7.9813,0.0473,NaN
2017-08-19 04:00,19.174,92.495,8.2941,8.0425,0.0469,NaN
2017-08-19 04:30,19.1661,92.4316,8.2892,8.0876,0.0449,NaN
2017-08-19 05:00,19.1453,92.3566,8.2824,7.9981,0.0446,NaN
2017-08-19 05:30,19.1246,92.2716,8.2815,7.9266,0.0485,NaN
2017-08-19 06:00,19.1071,92.2216,8.2809,7.9531,0.045,NaN
2017-08-19 06:30,19.0865,92.17,8.28,7.877,0.0466,NaN
2017-08-19 07:00,19.0693,92.1566,8.2806,7.8464,0.0473,NaN
2017-08-19 07:30,19.0491,92.1166,8.2827,7.8785,0.0465,NaN
2017-08-19 08:00,19.034,92.1366,8.2901,7.933,0.0523,NaN
2017-08-19 08:30,19.0471,92.23,8.3,7.9412,0.0645,NaN
2017-08-19 09:00,19.0778,92.415,8.3154,7.9173,0.0632,NaN
2017-08-19 09:30,19.0983,92.5433,8.3276,7.8853,0.0614,NaN
2017-08-19 10:00,19.1253,92.6716,8.3375,7.8884,0.0861,NaN
2017-08-19 10:30,19.1711,92.835,8.3476,7.8906,0.1068,NaN
2017-08-19 11:00,19.2118,92.85,8.3434,7.8689,0.0933,NaN
2017-08-19 11:30,19.2156,92.845,8.3454,7.8639,0.1457,NaN
2017-08-19 12:00,19.2386,92.885,8.348,7.8717,0.1117,NaN
2017-08-19 12:30,19.2678,93.1183,8.3662,7.8714,0.197,NaN
2017-08-19 13:00,19.2971,93.2683,8.376,7.8978,0.1751,NaN
2017-08-19 13:30,19.2663,92.7966,8.3422,7.9032,0.2021,NaN
2017-08-19 14:00,19.316,92.9883,8.3539,7.8957,0.1794,NaN
2017-08-19 14:30,19.346,93.1416,8.3629,7.9291,0.1795,NaN
2017-08-19 15:00,19.3725,93.225,8.368,7.941,0.1805,NaN
2017-08-19 15:30,19.3758,93.06,8.3543,7.9408,0.204,NaN
2017-08-19 16:00,19.3661,93.0616,8.3578,7.9479,0.2131,NaN
2017-08-19 16:30,19.3676,93.0566,8.3588,8.014,0.1875,NaN
2017-08-19 17:00,19.3818,93.1616,8.3667,8.1476,0.1898,NaN
2017-08-19 17:30,19.4035,93.2033,8.3694,8.0304,0.1336,NaN
2017-08-19 18:00,19.4368,93.3633,8.3794,7.8688,0.0998,NaN
2017-08-19 18:30,19.4005,93.3383,8.3845,7.8585,0.0695,NaN
2017-08-19 19:00,19.3611,93.145,8.3746,7.9021,0.0571,NaN
2017-08-19 19:30,19.3198,93.0133,8.3701,7.8491,0.0532,NaN
2017-08-19 20:00,19.297,92.9116,8.3662,7.8494,0.052,NaN
2017-08-19 20:30,19.2811,92.7683,8.3577,7.883,0.0522,NaN
2017-08-19 21:00,19.2455,92.7266,8.3616,7.9011,0.0538,NaN
2017-08-19 21:30,19.2186,92.505,8.3484,7.9052,0.0512,NaN
2017-08-19 22:00,19.1893,92.3883,8.3436,7.9064,0.0525,NaN
2017-08-19 22:30,19.154,92.3266,8.3439,7.97,0.051,NaN
2017-08-19 23:00,19.1231,92.1666,8.3353,7.997,0.0497,NaN
2017-08-19 23:30,19.0873,91.9333,8.3203,7.9601,0.0511,NaN
2017-08-20 00:00,19.064,92.015,8.332,7.9387,0.049,NaN
2017-08-20 00:30,19.0545,91.9683,8.3295,7.8804,0.0502,NaN
2017-08-20 01:00,19.0516,91.8916,8.3233,7.8799,0.0519,NaN
2017-08-20 01:30,19.0318,91.6066,8.3018,7.9207,0.0526,NaN
2017-08-20 02:00,18.9851,91.4966,8.3009,7.912,0.053,NaN
2017-08-20 02:30,18.9425,91.5,8.3095,7.881,0.0506,NaN
2017-08-20 03:00,18.9106,91.4583,8.312,7.899,0.0518,NaN
2017-08-20 03:30,18.8876,91.3583,8.307,7.9191,0.0514,NaN
2017-08-20 04:00,18.8635,91.215,8.2984,7.9033,0.0507,NaN
2017-08-20 04:30,18.8301,91.1633,8.3004,7.9145,0.0498,NaN
2017-08-20 05:00,18.7976,91,8.2914,7.9787,0.0494,NaN
2017-08-20 05:30,18.7668,90.91,8.2896,8.0278,0.0479,NaN
2017-08-20 06:00,18.7556,90.875,8.2888,7.9334,0.0492,NaN
2017-08-20 06:30,18.7365,90.855,8.2903,7.938,0.0536,NaN
2017-08-20 07:00,18.7193,90.8783,8.2951,7.9277,0.0552,NaN
2017-08-20 07:30,18.6986,90.8683,8.2982,7.8772,0.0539,NaN
2017-08-20 08:00,18.6993,90.955,8.3073,7.8701,0.0752,NaN
2017-08-20 08:30,18.7065,91.0616,8.315,7.869,0.0695,NaN
2017-08-20 09:00,18.7115,91.1633,8.3228,7.8673,0.068,NaN
2017-08-20 09:30,18.7286,91.165,8.3206,7.9316,0.083,NaN
2017-08-20 10:00,18.749,91.065,8.3081,7.9486,0.0776,NaN
2017-08-20 10:30,18.7681,90.825,8.2824,7.8881,0.097,NaN
2017-08-20 11:00,18.7951,90.9916,8.2918,7.85,0.119,NaN
2017-08-20 11:30,18.8161,91.1916,8.3063,7.8478,0.1378,NaN
2017-08-20 12:00,18.8175,91.38,8.3212,7.8524,0.1654,NaN
2017-08-20 12:30,18.8661,91.535,8.3256,7.8614,0.1892,NaN
2017-08-20 13:00,18.8623,91.335,8.3093,7.858,0.2029,NaN
2017-08-20 13:30,18.868,91.325,8.3082,7.8999,0.2086,NaN
2017-08-20 14:00,18.874,91.4233,8.3178,7.9704,0.1921,NaN
2017-08-20 14:30,18.8281,91.2866,8.3166,8.0342,0.1335,NaN
2017-08-20 15:00,18.86,91.46,8.3245,8.0364,0.2143,NaN
2017-08-20 15:30,18.9211,91.8266,8.347,7.8947,0.2228,NaN
2017-08-20 16:00,18.9345,91.7983,8.3414,7.849,0.1458,NaN
2017-08-20 16:30,18.917,91.8683,8.3504,7.8866,0.2057,NaN
2017-08-20 17:00,18.9166,91.8766,8.3502,7.9495,0.208,NaN
2017-08-20 17:30,18.9053,91.9116,8.3547,7.9262,0.1473,NaN
2017-08-20 18:00,18.8835,91.6116,8.3326,7.8933,0.0796,NaN
2017-08-20 18:30,18.86,91.5616,8.3339,7.8812,0.0649,NaN
2017-08-20 19:00,18.8518,91.345,8.3162,7.9298,0.0609,NaN
2017-08-20 19:30,18.8411,91.1966,8.3044,7.8877,0.0593,NaN
2017-08-20 20:00,18.8273,91.025,8.2907,7.8674,0.0617,NaN
2017-08-20 20:30,18.8196,90.955,8.2834,7.8875,0.0608,NaN
2017-08-20 21:00,18.7953,90.9083,8.2835,7.8654,0.0597,NaN
2017-08-20 21:30,18.7848,90.7416,8.2715,7.8958,0.0586,NaN
2017-08-20 22:00,18.7746,90.725,8.272,7.9324,0.0613,NaN
2017-08-20 22:30,18.7555,90.5316,8.2574,7.9203,0.0626,NaN
2017-08-20 23:00,18.7425,90.445,8.251,7.9223,0.0612,NaN
2017-08-20 23:30,18.7123,90.2716,8.2409,7.9423,0.0617,NaN
2017-08-21 00:00,18.7035,90.1366,8.2301,7.967,0.0612,NaN
2017-08-21 00:30,18.6811,89.9666,8.2188,7.8949,0.0585,NaN
2017-08-21 01:00,18.6623,89.9466,8.2204,7.8722,0.0618,NaN
2017-08-21 01:30,18.6473,89.8066,8.2093,7.9211,0.0609,NaN
2017-08-21 02:00,18.6388,89.835,8.2126,7.9379,0.0637,NaN
2017-08-21 02:30,18.6298,89.7066,8.202,7.9633,0.0641,NaN
2017-08-21 03:00,18.618,89.8333,8.2155,7.9625,0.062,NaN
2017-08-21 03:30,18.607,89.8183,8.2153,7.9471,0.0607,NaN
2017-08-21 04:00,18.5968,89.705,8.2066,7.9447,0.0607,NaN
2017-08-21 04:30,18.587,89.5533,8.195,7.9002,0.061,NaN
2017-08-21 05:00,18.5735,89.445,8.1873,7.865,0.0616,NaN
2017-08-21 05:30,18.5561,89.3333,8.1806,7.9027,0.0615,NaN
2017-08-21 06:00,18.539,89.1933,8.1709,7.9532,0.0641,NaN
2017-08-21 06:30,18.5263,89.1166,8.167,7.9015,0.0631,NaN
2017-08-21 07:00,18.5145,89.185,8.1766,7.9028,0.0625,NaN
2017-08-21 07:30,18.5115,89.1983,8.1777,7.9496,0.068,NaN
2017-08-21 08:00,18.5225,89.365,8.1918,7.9412,0.079,NaN
2017-08-21 08:30,18.5488,89.56,8.2062,7.9304,0.1029,NaN
2017-08-21 09:00,18.5886,89.8033,8.2228,7.9028,0.0862,NaN
2017-08-21 09:30,18.6278,90.0866,8.2432,7.8963,0.091,NaN
2017-08-21 10:00,18.686,90.3166,8.2548,7.9091,0.1083,NaN
2017-08-21 10:30,18.7913,90.4516,8.2509,7.8974,0.0811,NaN
2017-08-21 11:00,18.7925,90.5066,8.2569,7.8963,0.1424,NaN
2017-08-21 11:30,18.8373,90.4883,8.2482,7.9007,0.1057,NaN
2017-08-21 12:00,18.8928,90.5066,8.2402,7.8952,0.1523,NaN
2017-08-21 12:30,18.9853,90.9266,8.2624,7.9232,0.2125,NaN
2017-08-21 13:00,19.0176,91.2566,8.2867,7.9276,0.1953,NaN
2017-08-21 13:30,19.1996,91.67,8.2938,7.9152,0.1958,NaN
2017-08-21 14:00,19.1578,91.8366,8.3154,7.9108,0.1958,NaN
2017-08-21 14:30,19.2535,91.9966,8.3137,7.906,0.2162,NaN
2017-08-21 15:00,19.2756,92.1,8.3187,7.9278,0.2359,NaN
2017-08-21 15:30,19.2235,92.1233,8.3289,7.9069,0.2344,NaN
2017-08-21 16:00,19.2908,92.2783,8.3305,7.8987,0.2066,NaN
2017-08-21 16:30,19.336,92.3166,8.3277,7.953,0.236,NaN
2017-08-21 17:00,19.358,92.3616,8.3294,7.9183,0.1911,NaN
2017-08-21 17:30,19.3873,92.29,8.3184,7.9089,0.1448,NaN
2017-08-21 18:00,19.4086,92.2366,8.31,7.9277,0.102,NaN
2017-08-21 18:30,19.3738,92.2033,8.3136,7.9153,0.0823,NaN
2017-08-21 19:00,19.3405,92.0416,8.3054,7.8846,0.0728,NaN
2017-08-21 19:30,19.2795,92.095,8.3225,7.902,0.0704,NaN
2017-08-21 20:00,19.217,91.765,8.3049,7.9086,0.0714,NaN
2017-08-21 20:30,19.1473,91.54,8.2981,7.9258,0.0716,NaN
2017-08-21 21:00,19.0861,91.2866,8.2869,7.8941,0.0675,NaN
2017-08-21 21:30,19.0243,91.145,8.2849,7.8771,0.0639,NaN
2017-08-21 22:00,18.945,91.0183,8.2868,7.8775,0.0646,NaN
2017-08-21 22:30,18.8853,90.745,8.2722,7.8981,0.0662,NaN
2017-08-21 23:00,18.8386,90.8216,8.2873,7.9559,0.0701,NaN
2017-08-21 23:30,18.8246,90.6333,8.2713,7.9821,0.069,NaN
2017-08-22 00:00,18.7965,90.4616,8.2592,7.9923,0.0694,NaN
2017-08-22 00:30,18.7703,90.36,8.254,7.9822,0.0685,NaN
2017-08-22 01:00,18.7433,90.1533,8.24,7.9504,0.0696,NaN
2017-08-22 01:30,18.7116,90.07,8.2377,7.9194,0.067,NaN
2017-08-22 02:00,18.6851,89.9533,8.2328,7.8874,0.0657,NaN
2017-08-22 02:30,18.656,89.7983,8.2241,7.9001,0.0657,NaN
2017-08-22 03:00,18.6243,89.7383,8.2236,7.9261,0.067,NaN
2017-08-22 03:30,18.6005,89.58,8.2136,7.9556,0.0656,NaN
2017-08-22 04:00,18.5746,89.6016,8.2197,7.9826,0.0674,NaN
2017-08-22 04:30,18.5506,89.5333,8.2185,7.9813,0.0711,NaN
2017-08-22 05:00,18.5356,89.3816,8.2072,7.9795,0.0692,NaN
2017-08-22 05:30,18.5191,88.89,8.1661,7.9769,0.0682,NaN
2017-08-22 06:00,18.503,89.0883,8.1891,7.9375,0.0681,NaN
2017-08-22 06:30,18.4858,88.9216,8.1775,7.8758,0.066,NaN
2017-08-22 07:00,18.471,88.8916,8.1779,7.8768,0.0792,NaN
2017-08-22 07:30,18.4738,89.5283,8.2366,7.8934,0.077,NaN
2017-08-22 08:00,18.4633,89.9283,8.2771,7.8797,0.073,NaN
2017-08-22 08:30,18.4523,89.4016,8.2314,7.8704,0.0723,NaN
2017-08-22 09:00,18.4513,89.1533,8.2082,7.8473,0.074,NaN
2017-08-22 09:30,18.4716,89.5933,8.2453,7.8685,0.0947,NaN
2017-08-22 10:00,18.4778,89.7466,8.2589,7.8703,0.0949,NaN
2017-08-22 10:30,18.4856,89.7733,8.2611,7.8588,0.078,NaN
2017-08-22 11:00,18.4848,89.4966,8.2374,7.86,0.0729,NaN
2017-08-22 11:30,18.497,89.3,8.2179,7.8904,0.0766,NaN
2017-08-22 12:00,18.5231,89.6016,8.2415,7.8661,0.1162,NaN
2017-08-22 12:30,18.5321,90.24,8.2991,7.8343,0.1169,NaN
2017-08-22 13:00,18.5435,90.1616,8.2901,7.8764,0.1137,NaN
2017-08-22 13:30,18.6303,90.7416,8.3295,7.8488,0.1504,NaN
2017-08-22 14:00,18.6471,90.8866,8.3412,7.8812,0.1593,NaN
2017-08-22 14:30,18.6608,91.1466,8.3627,7.8849,0.2042,NaN
2017-08-22 15:00,18.6801,91.2166,8.3652,7.8553,0.2311,NaN
2017-08-22 15:30,18.7055,91.4466,8.3826,7.8591,0.2364,NaN
2017-08-22 16:00,18.7231,91.6733,8.402,7.8822,0.2306,NaN
2017-08-22 16:30,18.741,91.82,8.413,7.8776,0.2252,NaN
2017-08-22 17:00,18.7548,91.81,8.4102,7.8729,0.201,NaN
2017-08-22 17:30,18.7513,91.74,8.404,7.8734,0.1631,NaN
2017-08-22 18:00,18.7351,91.4866,8.3844,7.8714,0.1036,NaN
2017-08-22 18:30,18.7158,90.9383,8.3386,7.9215,0.0808,NaN
2017-08-22 19:00,18.6738,90.4766,8.3056,7.9049,0.0746,NaN
2017-08-22 19:30,18.6553,89.795,8.2478,7.9302,0.0749,NaN
2017-08-22 20:00,18.6353,89.5566,8.2299,7.9715,0.0702,NaN
2017-08-22 20:30,18.6143,89.4666,8.2255,7.9333,0.0681,NaN
2017-08-22 21:00,18.5851,89.3933,8.2237,7.9501,0.0696,NaN
2017-08-22 21:30,18.5605,89.3033,8.2198,7.9468,0.0714,NaN
2017-08-22 22:00,18.5386,89.08,8.2039,8.0067,0.0714,NaN
2017-08-22 22:30,18.5163,88.915,8.1923,8.0253,0.068,NaN
2017-08-22 23:00,18.4918,88.7433,8.1804,7.9907,0.07,NaN
2017-08-22 23:30,18.4793,88.4616,8.157,7.9814,0.0715,NaN
2017-08-23 00:00,18.4563,88.3933,8.1546,7.9554,0.0698,NaN
2017-08-23 00:30,18.4156,88.4633,8.1674,7.9516,0.0692,NaN
2017-08-23 01:00,18.4095,88.3816,8.1611,7.9604,0.0694,NaN
2017-08-23 01:30,18.3933,88.19,8.1464,7.938,0.0715,NaN
2017-08-23 02:00,18.3855,87.4166,8.0752,7.9306,0.0712,NaN
2017-08-23 02:30,18.3593,88.1266,8.1441,7.9279,0.0717,NaN
2017-08-23 03:00,18.3361,89.1516,8.2421,7.9177,0.0707,NaN
2017-08-23 03:30,18.3181,89.2083,8.2501,7.9042,0.0682,NaN
2017-08-23 04:00,18.2885,89.19,8.2531,7.9165,0.0684,NaN
2017-08-23 04:30,18.2721,89.0583,8.2431,7.9685,0.0671,NaN
2017-08-23 05:00,18.2486,88.8366,8.2261,7.9683,0.068,NaN
2017-08-23 05:30,18.2276,88.7116,8.2189,8.0019,0.0674,NaN
2017-08-23 06:00,18.223,88.6216,8.2129,8.0685,0.0672,NaN
2017-08-23 06:30,18.1976,88.545,8.2111,8.027,0.075,NaN
2017-08-23 07:00,18.1948,88.405,8.1984,7.9759,0.0893,NaN
2017-08-23 07:30,18.1743,88.4116,8.2027,7.9447,0.1091,NaN
2017-08-23 08:00,18.1796,88.5283,8.212,7.9512,0.1261,NaN
2017-08-23 08:30,18.2053,88.6966,8.2224,7.945,0.1176,NaN
2017-08-23 09:00,18.2476,89.0183,8.2457,7.9151,0.1302,NaN
2017-08-23 09:30,18.2458,89.045,8.2499,7.9035,0.1059,NaN
2017-08-23 10:00,18.3191,89.4066,8.2717,7.8616,0.1051,NaN
2017-08-23 10:30,18.2988,89.5966,8.2934,7.8896,0.1264,NaN
2017-08-23 11:00,18.3498,89.9316,8.3154,7.9243,0.2062,NaN
2017-08-23 11:30,18.4448,90.1966,8.3233,7.9775,0.2034,NaN
2017-08-23 12:00,18.493,90.3816,8.3319,7.9837,0.1999,NaN
2017-08-23 12:30,18.5446,90.515,8.3346,7.9116,0.2011,NaN
2017-08-23 13:00,18.5926,90.655,8.3375,7.9105,0.2212,NaN
2017-08-23 13:30,18.7133,90.9166,8.3394,7.9559,0.2419,NaN
2017-08-23 14:00,18.7733,91.1433,8.3484,8.0019,0.241,NaN
2017-08-23 14:30,18.8288,91.3466,8.357,7.9175,0.2419,NaN
2017-08-23 15:00,18.8315,91.45,8.3665,7.9132,0.2407,NaN
2017-08-23 15:30,18.9655,91.8316,8.3781,7.8731,0.2264,NaN
2017-08-23 16:00,18.9695,91.9083,8.3839,7.936,0.2252,NaN
2017-08-23 16:30,18.9578,91.975,8.3897,7.9344,0.2108,NaN
2017-08-23 17:00,18.9428,92.0083,8.3942,7.9239,0.2068,NaN
2017-08-23 17:30,18.9483,91.9316,8.386,7.9064,0.1553,NaN
2017-08-23 18:00,18.9328,91.9966,8.3939,7.9346,0.113,NaN
2017-08-23 18:30,18.9126,91.7516,8.3742,7.9512,0.0875,NaN
2017-08-23 19:00,18.8833,91.6383,8.3691,7.9517,0.0808,NaN
2017-08-23 19:30,18.845,91.6216,8.3746,7.9398,0.0789,NaN
2017-08-23 20:00,18.803,91.54,8.3749,7.9523,0.0767,NaN
2017-08-23 20:30,18.7503,91.44,8.3746,7.9661,0.0737,NaN
2017-08-23 21:00,18.7033,91.0833,8.3494,7.885,0.0742,NaN
2017-08-23 21:30,18.6471,91.155,8.3649,7.9175,0.0745,NaN
2017-08-23 22:00,18.615,91.015,8.3567,7.9676,0.0746,NaN
2017-08-23 22:30,18.5633,90.8916,8.3536,8.0158,0.0766,NaN
